City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
338,crucecita,-28.95,-58.9833,26.1,77,88,2.37,AR,2024-05-06
339,the pas,53.8251,-101.2541,18.01,32,0,8.75,CA,2024-05-06
340,susuman,62.7833,148.1667,0.55,76,29,1.34,RU,2024-05-06
341,mahina,-17.5065,-149.489,29.87,70,75,4.12,PF,2024-05-06
342,kourou,5.1552,-52.6478,28.03,92,100,3.09,GF,2024-05-06
343,bairnsdale,-37.8333,147.6167,10.59,98,2,1.15,AU,2024-05-06
344,niimi,34.9833,133.4667,19.19,81,84,4.3,JP,2024-05-06
345,enewetak,11.3474,162.3373,28.15,74,99,9.49,MH,2024-05-06
346,guerrero negro,27.9769,-114.0611,18.32,58,23,8.83,MX,2024-05-06
347,harstad,68.799,16.5293,1.56,89,49,7.6,NO,2024-05-06
348,timimoun,29.2639,0.231,29.03,8,86,4.99,DZ,2024-05-06
349,relizane,35.7373,0.556,20.82,45,100,1.27,DZ,2024-05-06
350,morton,46.7722,-101.2615,15.12,94,100,9.93,US,2024-05-06
351,redencao,-4.2258,-38.7306,23.6,95,76,0.9,BR,2024-05-06
352,prince rupert,54.3161,-130.3201,7.83,87,100,9.26,CA,2024-05-06
353,hauterive,46.0901,3.4459,11.42,88,67,2.44,FR,2024-05-06
354,chunskiy,56.0815,99.6342,5.93,70,27,1.96,RU,2024-05-06
355,cabrican,15.1333,-91.6167,27.85,17,22,5.33,GT,2024-05-06
356,prainha,-1.8,-53.48,24.56,98,90,1.49,BR,2024-05-06
357,acajutla,13.5928,-89.8275,29.84,69,29,3.33,SV,2024-05-06
358,hotan,37.0997,79.9269,21.19,22,99,4.95,CN,2024-05-06
359,kerikeri,-35.2268,173.9474,18.84,82,10,5.81,NZ,2024-05-06
360,poronaysk,49.2167,143.1167,0.06,82,100,6.63,RU,2024-05-06
361,pangody,65.85,74.4859,-15.81,99,32,2.26,RU,2024-05-06
362,altamira,-3.2033,-52.2064,24.26,97,100,0.94,BR,2024-05-06
363,misratah,32.3754,15.0925,19.63,67,0,5.75,LY,2024-05-06
364,east ballina,-28.8667,153.5833,17.67,80,56,8.8,AU,2024-05-06
365,dulovo,43.8167,27.15,14.75,72,78,4.76,BG,2024-05-06
366,nemuro,43.3236,145.575,6.87,100,100,4.09,JP,2024-05-06
367,buka,40.8108,69.1986,20.61,41,44,1.63,UZ,2024-05-06
368,khandyga,62.6667,135.6,5.33,85,31,2.5,RU,2024-05-06
369,sao vicente,-23.9631,-46.3919,31.82,26,0,1.05,BR,2024-05-06
370,ulaangom,49.9811,92.0667,12.95,55,99,7.23,MN,2024-05-06
371,gibara,21.1097,-76.1317,26.62,86,43,6.36,CU,2024-05-06
372,al harithah,30.7186,47.7208,24.98,69,0,5.14,IQ,2024-05-06
373,sam roi yot,12.2708,99.872,27.99,89,47,1.29,TH,2024-05-06
374,northam,51.0333,-4.2167,11.33,91,16,5.18,GB,2024-05-06
375,ambikapur,23.1167,83.2,25.6,33,1,2.26,IN,2024-05-06
376,lexington,37.9887,-84.4777,22.0,84,75,3.6,US,2024-05-06
377,san martin,-33.081,-68.4681,14.3,65,10,3.18,AR,2024-05-06
378,bangui,4.3612,18.555,29.1,79,51,0.0,CF,2024-05-06
379,cozumel,20.5083,-86.9458,31.08,66,40,6.69,MX,2024-05-06
380,saldanha,-33.0117,17.9442,14.03,93,7,5.07,ZA,2024-05-06
381,rauco,-34.9267,-71.3187,12.23,54,0,2.57,CL,2024-05-06
382,redmond,47.674,-122.1215,13.88,75,83,3.08,US,2024-05-06
383,pedregulho,-20.2569,-47.4767,19.57,65,0,2.32,BR,2024-05-06
384,porto novo,6.4965,2.6036,28.9,79,100,2.81,BJ,2024-05-06
385,san luis de la loma,17.2706,-100.8939,30.18,53,69,3.84,MX,2024-05-06
386,howard springs,-12.497,131.047,24.9,81,91,2.89,AU,2024-05-06
387,vadso,70.0744,29.7487,-3.51,86,75,5.14,NO,2024-05-06
388,antofagasta,-23.65,-70.4,16.6,88,70,1.88,CL,2024-05-06
389,port hueneme,34.1478,-119.1951,28.21,43,0,6.17,US,2024-05-06
390,ad dabbah,18.05,30.95,28.14,17,0,6.12,SD,2024-05-06
391,fortuna,40.5982,-124.1573,13.85,83,100,6.17,US,2024-05-06
392,umarkhed,19.6,77.7,32.22,27,0,0.88,IN,2024-05-06
393,cam ranh,11.9214,109.1591,25.98,94,20,1.54,VN,2024-05-06
394,tamanrasset,22.785,5.5228,26.55,26,100,3.8,DZ,2024-05-06
395,kailua-kona,19.6406,-155.9956,25.46,84,22,1.34,US,2024-05-06
396,sandnessjoen,66.0217,12.6316,0.29,67,7,4.04,NO,2024-05-06
397,mount darwin,-16.7725,31.5838,14.38,70,0,1.43,ZW,2024-05-06
398,olonkinbyen,70.9221,-8.7187,0.3,96,100,7.38,SJ,2024-05-06
399,initao,8.4997,124.3039,27.38,79,71,1.75,PH,2024-05-06
400,aasiaat,68.7098,-52.8699,-10.41,86,81,2.63,GL,2024-05-06
401,colesberg,-30.72,25.0972,16.36,33,0,2.6,ZA,2024-05-06
402,nouadhibou,20.931,-17.0347,18.99,82,77,5.66,MR,2024-05-06
403,thames,-37.1333,175.5333,14.23,70,89,5.11,NZ,2024-05-06
404,ocean shores,46.9737,-124.1563,13.86,77,20,8.23,US,2024-05-06
405,idri,27.5,13.2667,26.06,26,46,3.82,LY,2024-05-06
406,lamar,33.6668,-95.5836,26.47,84,100,4.12,US,2024-05-06
407,sidi bel abbes,35.1899,-0.6309,17.44,56,95,2.21,DZ,2024-05-06
408,kegeyli shahar,42.7767,59.6078,18.05,48,75,5.33,UZ,2024-05-06
409,mount pleasant,32.7941,-79.8626,25.0,88,0,5.14,US,2024-05-06
410,rasht,37.2808,49.5832,14.57,97,100,1.8,IR,2024-05-06
411,polyarnyy,69.1989,33.4478,-3.35,65,100,6.5,RU,2024-05-06
412,caudete,38.7068,-0.9872,14.66,85,27,3.13,ES,2024-05-06
413,wenatchee,47.4235,-120.3103,17.8,33,75,8.23,US,2024-05-06
414,amga,60.8953,131.9608,10.09,59,57,4.46,RU,2024-05-06
415,tulum,20.2167,-87.4667,28.99,69,14,3.07,MX,2024-05-06
416,esil,51.9556,66.4042,9.31,92,100,3.59,KZ,2024-05-06
417,faya-largeau,17.9257,19.1043,31.89,16,0,8.45,TD,2024-05-06
418,letlhakane,-21.4167,25.5833,18.82,29,0,4.14,BW,2024-05-06
419,iquique,-20.2208,-70.1431,19.02,82,59,2.03,CL,2024-05-06
420,ouadda,8.0777,22.4007,30.19,32,86,0.73,CF,2024-05-06
421,dossor,47.5272,52.9811,13.04,26,1,2.5,KZ,2024-05-06
422,chibougamau,49.9168,-74.3659,9.79,66,20,7.72,CA,2024-05-06
423,sinabang,2.4803,96.3801,25.72,92,100,2.13,ID,2024-05-06
424,mount gambier,-37.8333,140.7667,10.81,85,13,2.25,AU,2024-05-06
425,arkhangel'sk,64.5401,40.5433,-2.15,80,20,1.0,RU,2024-05-06
426,bandon,51.7469,-8.7425,12.77,94,10,3.77,IE,2024-05-06
427,geraldton,-28.7667,114.6,10.23,87,1,0.0,AU,2024-05-06
428,whitby,54.4877,-0.615,11.67,95,71,1.79,GB,2024-05-06
429,jiazi,22.8779,116.067,24.71,90,95,5.7,CN,2024-05-06
430,jieshi,22.8134,115.8257,25.12,89,92,6.13,CN,2024-05-06
431,darwin,-12.4611,130.8418,23.99,62,20,4.12,AU,2024-05-06
432,yermentau,51.6214,73.1069,6.29,58,100,3.36,KZ,2024-05-06
433,gebeit,21.0667,36.3167,23.34,37,0,2.21,SD,2024-05-06
434,thunder bay,48.4001,-89.3168,16.95,36,100,5.14,CA,2024-05-06
435,san pedro pochutla,15.7333,-96.4667,29.84,49,16,4.36,MX,2024-05-06
436,iskateley,67.6803,53.1512,-10.55,91,80,4.02,RU,2024-05-06
437,grafton,42.207,-71.6856,22.73,69,0,3.6,US,2024-05-06
438,jutai,-5.1833,-68.9,25.27,95,99,1.45,BR,2024-05-06
439,dolinsk,47.35,142.8,2.07,99,100,8.69,RU,2024-05-06
440,shetpe,44.1667,52.1167,12.33,67,100,4.66,KZ,2024-05-06
441,springbok,-29.6643,17.8865,14.67,42,0,1.38,ZA,2024-05-06
442,san luis,-33.295,-66.3356,12.67,86,0,6.73,AR,2024-05-06
443,ves'yegonsk,58.664,37.2604,-2.23,64,8,1.78,RU,2024-05-06
444,haiku-pauwela,20.9219,-156.3051,25.09,79,40,10.29,US,2024-05-06
445,kirakira,-10.4544,161.9205,30.16,71,99,3.63,SB,2024-05-06
446,chichen-itza,20.6667,-88.5667,35.03,46,20,5.14,MX,2024-05-06
447,bomdila,27.25,92.4,4.98,81,100,2.33,IN,2024-05-06
448,newman,37.3138,-121.0208,22.3,41,27,2.24,US,2024-05-06
449,yelizovo,53.1873,158.3805,4.08,70,75,4.0,RU,2024-05-06
450,fuller heights,27.9092,-81.9981,31.3,53,40,1.54,US,2024-05-06
451,isola di capo rizzuto,38.96,17.0933,18.44,89,4,6.45,IT,2024-05-06
452,tidjikja,18.5564,-11.4271,32.38,10,0,3.13,MR,2024-05-06
453,golfito,8.639,-83.166,25.41,91,93,1.02,CR,2024-05-06
454,crane,31.3974,-102.3501,32.78,10,2,10.79,US,2024-05-06
455,berryville,36.3648,-93.568,24.95,80,48,4.89,US,2024-05-06
456,berdigestyakh,62.0989,126.6992,5.39,94,100,4.47,RU,2024-05-06
457,bakaly,55.1789,53.8028,1.02,94,11,2.86,RU,2024-05-06
458,new plymouth,-39.0667,174.0833,9.06,65,7,6.09,NZ,2024-05-06
459,urangan,-25.3,152.9,20.11,84,12,3.58,AU,2024-05-06
460,ballina,-28.8667,153.5667,17.66,80,56,8.8,AU,2024-05-06
461,rio gallegos,-51.6226,-69.2181,3.03,81,75,2.06,AR,2024-05-06
462,dongdai,26.2419,119.6169,21.95,87,100,1.52,CN,2024-05-06
463,mitu,1.1983,-70.1733,25.45,85,100,0.45,CO,2024-05-06
464,vicuna mackenna,-33.9197,-64.3922,14.38,87,92,2.99,AR,2024-05-06
465,lubuklinggau,-3.3,102.8667,22.78,99,99,1.19,ID,2024-05-06
466,santa ana,33.7456,-117.8678,28.14,47,20,5.66,US,2024-05-06
467,khorramabad,33.4878,48.3558,11.79,87,75,4.12,IR,2024-05-06
468,xincheng,33.6333,115.1833,18.86,73,3,1.08,CN,2024-05-06
469,indramayu,-6.3264,108.32,25.41,73,2,3.03,ID,2024-05-06
470,ejea de los caballeros,42.1263,-1.1372,11.12,68,3,7.15,ES,2024-05-06
471,bonnyville,54.2668,-110.735,10.89,86,100,4.4,CA,2024-05-06
472,sucre,-19.0333,-65.2627,19.29,46,23,1.48,BO,2024-05-06
473,mejit,10.2753,170.8646,27.34,81,99,9.3,MH,2024-05-06
474,yoloten,37.2989,62.3597,25.92,29,78,4.95,TM,2024-05-06
475,mikuni,36.2171,136.1519,15.95,95,100,4.77,JP,2024-05-06
476,margate,51.3813,1.3862,11.61,94,71,2.7,GB,2024-05-06
477,deming,32.2687,-107.7586,26.94,10,40,11.83,US,2024-05-06
478,bocsa,45.3733,21.7092,14.5,67,100,1.94,RO,2024-05-06
479,happy valley-goose bay,53.3168,-60.3315,12.17,47,75,2.57,CA,2024-05-06
480,dapa,9.7594,126.0531,27.42,75,94,0.71,PH,2024-05-06
481,dakhla,23.6848,-15.958,18.99,82,100,9.9,EH,2024-05-06
482,sergeyevka,53.88,67.4158,9.09,80,56,6.56,KZ,2024-05-06
483,kawm umbu,24.4767,32.9463,22.78,24,0,4.78,EG,2024-05-06
484,howrah,22.5892,88.3103,23.0,100,100,3.09,IN,2024-05-06
485,arni,12.6667,79.2833,28.87,65,93,3.37,IN,2024-05-06
486,livingston,55.9029,-3.5226,12.14,98,75,1.54,GB,2024-05-06
487,taoudenni,22.6783,-3.9836,31.52,6,9,3.92,ML,2024-05-06
488,al hufuf,25.3646,49.5653,28.19,54,0,2.06,SA,2024-05-06
489,lata,40.1629,-8.3327,7.29,97,11,0.92,PT,2024-05-06
490,abu qurqas,27.9312,30.8384,20.13,46,12,5.35,EG,2024-05-06
491,qamdo,31.1667,97.2333,2.72,73,52,1.61,CN,2024-05-06
492,penzance,50.1186,-5.5371,12.38,92,10,4.88,GB,2024-05-06
493,chernyshevskiy,63.0128,112.4714,0.89,98,100,6.12,RU,2024-05-06
494,pratt,37.6439,-98.7376,29.86,73,40,5.14,US,2024-05-06
495,an nimas,19.1455,42.1201,15.41,51,0,0.65,SA,2024-05-06
496,borcka,41.3632,41.6765,10.2,97,100,0.6,TR,2024-05-06
497,portland,45.5234,-122.6762,14.75,67,75,6.69,US,2024-05-06
498,sinop,41.7711,34.8709,5.42,68,0,2.76,TR,2024-05-06
499,nabinagar,23.8917,90.9733,21.29,86,82,3.92,BD,2024-05-06
500,isangel,-19.55,169.2667,24.06,83,40,2.06,VU,2024-05-06
501,torghay,49.6339,63.4981,10.62,84,100,2.05,KZ,2024-05-06
502,cannonvale,-20.2833,148.7,23.66,82,45,6.47,AU,2024-05-06
503,rongelap,11.1635,166.8941,28.12,76,74,8.75,MH,2024-05-06
504,yankton,42.8711,-97.3973,19.14,82,100,11.32,US,2024-05-06
505,vylkove,45.4021,29.586,12.48,71,24,5.69,UA,2024-05-06
506,raduzhnyy,62.0961,77.475,-4.43,87,97,3.43,RU,2024-05-06
507,weno,7.4515,151.8468,30.97,79,100,2.57,FM,2024-05-06
508,igrim,63.1906,64.4162,-1.52,97,100,4.82,RU,2024-05-06
509,vila velha,-20.3297,-40.2925,24.97,83,20,1.03,BR,2024-05-06
510,damghan,36.1683,54.348,18.13,46,98,0.53,IR,2024-05-06
511,lota,-37.0833,-73.1667,11.7,89,70,11.52,CL,2024-05-06
512,dalbandin,28.8947,64.4101,27.47,19,0,2.57,PK,2024-05-06
513,tarko-sale,64.9225,77.785,-10.41,91,15,3.25,RU,2024-05-06
514,tosu,33.3667,130.5167,18.94,77,99,2.67,JP,2024-05-06
515,walvis bay,-22.9575,14.5053,14.53,94,0,2.57,NA,2024-05-06
516,tianshui,34.5439,105.6897,15.5,78,97,0.85,CN,2024-05-06
517,gaalkacyo,6.7697,47.4308,26.94,76,94,2.78,SO,2024-05-06
518,andalgala,-27.5819,-66.3165,21.83,21,1,1.79,AR,2024-05-06
519,barkhan,29.8977,69.5256,23.05,23,0,2.59,PK,2024-05-06
520,roja,57.5,22.8167,5.75,74,100,6.05,LV,2024-05-06
521,mont-dore,-22.2833,166.5833,25.0,99,66,3.82,NC,2024-05-06
522,beyneu,45.3167,55.2,12.72,76,96,5.17,KZ,2024-05-06
523,patterson,37.4716,-121.1297,23.75,41,18,4.38,US,2024-05-06
524,qingquan,30.4511,115.2559,20.83,83,96,1.05,CN,2024-05-06
525,cabedelo,-6.9811,-34.8339,26.37,86,100,4.22,BR,2024-05-06
526,hammerfest,70.6634,23.6821,-1.75,93,75,2.06,NO,2024-05-06
527,gdov,58.7406,27.8122,1.56,58,99,4.19,RU,2024-05-06
528,fort irwin,35.2627,-116.6848,23.9,14,0,4.63,US,2024-05-06
529,sydney,-33.8679,151.2073,16.79,85,75,3.09,AU,2024-05-06
530,ciudad acuna,29.3232,-100.9522,34.32,45,0,6.17,MX,2024-05-06
531,novoagansk,61.9449,76.6625,-3.44,88,99,4.27,RU,2024-05-06
532,benghazi,32.1167,20.0667,18.61,62,0,4.12,LY,2024-05-06
533,basco,20.4487,121.9702,28.27,74,55,3.25,PH,2024-05-06
534,taltal,-25.4,-70.4833,15.32,86,77,0.71,CL,2024-05-06
535,mili,6.0815,171.735,28.26,82,94,8.84,MH,2024-05-06
536,pisco,-13.7,-76.2167,20.03,83,0,7.72,PE,2024-05-06
537,boa vista,2.8197,-60.6733,23.99,94,75,1.54,BR,2024-05-06
538,dazhou,31.2159,107.5009,20.53,80,100,1.6,CN,2024-05-06
539,nadi,-17.8,177.4167,30.0,66,75,4.12,FJ,2024-05-06
540,midvagur,62.0511,-7.1939,5.46,81,20,2.06,FO,2024-05-06
541,nebbi,2.4783,31.0889,19.8,87,65,2.32,UG,2024-05-06
542,puerto baquerizo moreno,-0.9,-89.6,28.55,65,20,4.12,EC,2024-05-06
543,ponnani,10.767,75.9252,27.62,77,85,1.35,IN,2024-05-06
544,wisconsin rapids,44.3836,-89.8174,22.16,30,0,5.66,US,2024-05-06
545,san blas,21.5167,-105.2667,34.94,64,100,2.07,MX,2024-05-06
546,kvissleby,62.2936,17.375,-2.09,79,6,1.24,SE,2024-05-06
547,saint-pierre,-21.3393,55.4781,21.82,68,0,3.6,RE,2024-05-06
548,manismata,-2.4667,111.0333,23.7,97,25,1.33,ID,2024-05-06
549,hengchun,22.0042,120.7439,27.29,77,99,3.56,TW,2024-05-06
550,valente,-11.4122,-39.4619,22.19,76,48,4.61,BR,2024-05-06
551,hovd,48.0056,91.6419,14.96,40,100,0.63,MN,2024-05-06
552,trairi,-3.2778,-39.2689,25.64,87,100,2.58,BR,2024-05-06
553,wainwright,52.839,-110.8572,10.6,85,100,5.4,CA,2024-05-06
554,santa rosa,14.3122,121.1114,29.5,79,40,4.72,PH,2024-05-06
555,boali,4.8005,18.1275,27.61,43,20,0.64,CF,2024-05-06
556,jinghong,21.991,100.7341,20.85,66,93,0.7,CN,2024-05-06
557,al jumum,21.6169,39.6981,27.66,34,0,2.57,SA,2024-05-06
558,yermakovskoye,53.2831,92.4003,9.18,85,100,1.54,RU,2024-05-06
559,thabazimbi,-24.5917,27.4116,17.17,25,0,2.18,ZA,2024-05-06
560,ashland,40.8167,-82.2665,19.98,80,100,3.41,US,2024-05-06
561,wanxian,30.8039,108.3897,22.88,76,100,0.51,CN,2024-05-06
562,ulladulla,-35.35,150.4667,14.7,81,96,2.62,AU,2024-05-06
563,dubbo,-32.25,148.6167,13.07,71,0,6.17,AU,2024-05-06
564,sault ste. marie,46.5168,-84.3333,20.16,31,0,3.09,CA,2024-05-06
565,pokrovsk,48.282,37.1758,11.89,80,60,4.27,UA,2024-05-06
566,nahavand,34.1885,48.377,9.85,91,83,4.73,IR,2024-05-06
567,gonzales,30.2385,-90.9201,30.59,68,40,6.17,US,2024-05-06
568,korsakov,46.6328,142.7813,1.02,94,100,12.61,RU,2024-05-06
569,marica,-22.9194,-42.8186,24.97,84,0,3.68,BR,2024-05-06
570,biltine,14.5333,20.9167,31.01,13,0,2.97,TD,2024-05-06
571,kota kinabalu,5.9749,116.0724,25.99,89,20,1.54,MY,2024-05-06
572,coyhaique,-45.5752,-72.0662,0.97,86,100,4.12,CL,2024-05-06
573,phalaborwa,-23.943,31.1411,18.03,47,0,1.1,ZA,2024-05-06
574,fuyang,32.9,115.8167,18.42,77,5,1.32,CN,2024-05-06
575,pucallpa,-8.3791,-74.5539,30.02,66,20,2.06,PE,2024-05-06
576,noosa heads,-26.3833,153.15,20.62,78,89,8.41,AU,2024-05-06
577,changji,44.0167,87.3167,18.44,55,0,4.0,CN,2024-05-06
578,novyy urengoy,66.0833,76.6333,-13.11,96,46,4.03,RU,2024-05-06
579,nkove,-7.95,30.85,22.61,79,10,2.13,TZ,2024-05-06
580,magadan,59.5667,150.8,-0.26,84,81,1.62,RU,2024-05-06
581,motueka,-41.1333,173.0167,11.72,57,22,0.89,NZ,2024-05-06
582,huanggang,23.677,116.9996,24.94,89,100,3.15,CN,2024-05-06
583,saint-denis,48.9167,2.3333,12.45,81,0,2.57,FR,2024-05-06
584,gedo,9.0167,37.45,16.01,61,98,0.89,ET,2024-05-06
585,puerto deseado,-47.7503,-65.8938,4.06,59,26,4.73,AR,2024-05-06
586,arta,39.1606,20.9853,14.8,84,86,1.08,GR,2024-05-06
587,kyren,51.6828,102.1408,15.53,45,83,2.68,RU,2024-05-06
588,axim,4.8699,-2.2405,27.61,83,95,2.22,GH,2024-05-06
589,breves,-1.6822,-50.4803,24.65,97,100,1.35,BR,2024-05-06
590,tionk essil,12.7856,-16.5217,26.03,67,6,4.13,SN,2024-05-06
591,sisimiut,66.9395,-53.6735,-5.24,80,78,3.07,GL,2024-05-06
592,belmonte,-15.8631,-38.8828,25.31,84,0,3.27,BR,2024-05-06
593,machiques,10.0644,-72.545,29.57,72,100,2.18,VE,2024-05-06
594,ramapuram,13.1167,79.2,26.9,63,80,4.37,IN,2024-05-06
595,soma,39.1855,27.6094,10.87,52,0,2.83,TR,2024-05-06
